listing_id,url,title,brand,category,condition,size,current_price,group_avg_price,pct_below_avg,days_listed
663278,https://www.vinted.co.uk/items/9989565297-hollister-brown-button-up?referrer=catalog,Hollister Brown Button up,Hollister,womens_outerwear,Very good,S / UK 8-10,4.0,45.76,91.3,0
533590,https://www.vinted.co.uk/items/9961591340-mckenzie-swim-shorts-xxl?referrer=catalog,mckenzie swim shorts XXL,Nike,activewear,Very good,XXL,1.0,11.55,91.3,2
28648,https://www.vinted.co.uk/items/9813665182-cute-green-dress?referrer=catalog,Cute green dress,,womens_dresses,Very good,S / UK 8-10,1.0,11.56,91.3,15
104183,https://www.vinted.co.uk/items/9501998033-supreme-tshirt?referrer=catalog,Supreme tshirt,Supreme,brand_supreme,Good,S,3.0,33.93,91.2,14
64305,https://www.vinted.co.uk/items/8565530623-denim-long-sleeved-shirt?referrer=catalog,Denim long sleeved  shirt,Supreme,brand_supreme_shirt,New without tags,M / UK 12-14,3.0,33.64,91.1,15
126728,https://www.vinted.co.uk/items/9841689539-supreme-commander-2-xbox-360?referrer=catalog,Supreme Commander 2 Xbox 360,,brand_supreme,Very good,,6.0,65.86,90.9,13
399837,https://www.vinted.co.uk/items/9934979831-supreme-official-stickers?referrer=catalog,"Supreme Official Stickers, Brand: Supreme",,brand_supreme,Very good,,6.0,65.86,90.9,5
400011,https://www.vinted.co.uk/items/9896850931-supreme-clothes-hanger-fw24?referrer=catalog,"Supreme Clothes Hanger FW24, Brand: Supreme",,brand_supreme,Very good,,6.0,65.86,90.9,5
666027,https://www.vinted.co.uk/items/9993331216-supreme-mini-bag?referrer=catalog,"Supreme mini bag, Brand: Supreme",,brand_supreme,Satisfactory,,10.0,110.2,90.9,0
269290,https://www.vinted.co.uk/items/9859210966-nike-box?referrer=catalog,Nike Box,Nike,shoes,Very good,11,3.0,32.76,90.8,10
672171,https://www.vinted.co.uk/items/9977164523-adidas-t-shirt?referrer=catalog,Adidas t-shirt,adidas,tops_and_tshirts,Very good,M,1.0,10.37,90.4,0
520104,https://www.vinted.co.uk/items/9955055162-size-small-shirt-blue?referrer=catalog,Size small shirt blue,,tops_and_tshirts,New without tags,S,1.0,10.4,90.4,3
645702,https://www.vinted.co.uk/items/9975804926-shorts?referrer=catalog,Shorts,Nike,activewear,Very good,L,1.25,12.58,90.1,0
13561,https://www.vinted.co.uk/items/9807961995-pale-blue-top?referrer=catalog,Pale blue top,Oasis,womens_tops_and_tshirts,Very good,S / UK 8-10,1.0,9.64,89.6,16
520462,https://www.vinted.co.uk/items/9890967409-know-your-worth-slogan-tee-large?referrer=catalog,"""Know your worth"" slogan tee Large",Fruit of the Loom,tops_and_tshirts,Very good,L,1.0,9.5,89.5,3
182378,https://www.vinted.co.uk/items/9858599955-langs-supreme-whiskey-jug?referrer=catalog,"Langs Supreme Whiskey Jug, Brand: whiskey jugs",,brand_supreme,Very good,,7.0,65.86,89.4,12
182304,https://www.vinted.co.uk/items/9857821783-supreme-bum-bag?referrer=catalog,"Supreme  bum bag, Brand: Supreme",,brand_supreme,Very good,,7.0,65.86,89.4,12
218909,https://www.vinted.co.uk/items/3180399932-black-supreme-t-shirt-with-red-logo-size-m?referrer=catalog,"Black supreme t shirt with red logo, size M",Supreme,brand_supreme,Very good,M,8.0,75.6,89.4,11
20333,https://www.vinted.co.uk/items/9811012107-dress?referrer=catalog,Dress,,womens_dresses,New without tags,M / UK 12-14,2.0,18.72,89.3,15
413890,https://www.vinted.co.uk/items/9935939128-nike-50-trainers?referrer=catalog,Nike 5.0 trainers,Nike,brand_nike,Very good,8,4.0,37.47,89.3,5
534445,https://www.vinted.co.uk/items/9960597358-green-white-gingham-mini-dress?referrer=catalog,Green & White gingham mini dress,,womens_dresses,New without tags,M / UK 12-14,2.0,18.72,89.3,2
527235,https://www.vinted.co.uk/items/9443703188-supreme-pin-badge?referrer=catalog,"Supreme pin badge, Brand: Supreme",,brand_supreme,Good,,5.0,45.77,89.1,3
515592,https://www.vinted.co.uk/items/9104434379-supreme-pins?referrer=catalog,"Supreme pins, Brand: Supreme",,brand_supreme,Good,,5.0,45.77,89.1,3
437842,https://www.vinted.co.uk/items/8322901154-supreme-bouncy-ball?referrer=catalog,"Supreme bouncy ball, Brand: Supreme",,brand_supreme,Good,,5.0,45.77,89.1,4
126629,https://www.vinted.co.uk/items/9849281839-supreme-poncho?referrer=catalog,Supreme Poncho,Supreme,brand_supreme,New without tags,One size,3.99,35.79,88.9,13
646745,https://www.vinted.co.uk/items/9986761331-womens-smart-black-dress?referrer=catalog,Women’s smart black dress,ASOS,womens_dresses,Very good,S / UK 8-10,1.5,13.49,88.9,0
297188,https://www.vinted.co.uk/items/9772367819,ASOS,ASOS,womens_dresses,Very good,S / UK 8-10,1.5,13.49,88.9,10
534438,https://www.vinted.co.uk/items/9961013406-black-satin-dress-with-lace-detailing?referrer=catalog,Black Satin Dress with Lace Detailing,ASOS,womens_dresses,Very good,M / UK 12-14,1.0,9.04,88.9,2
106812,https://www.vinted.co.uk/items/9834397965-green-adidas-sliders-size-9?referrer=catalog,Green adidas sliders size 9,adidas,brand_adidas_shoes,Very good,9,3.0,26.71,88.8,14
215160,https://www.vinted.co.uk/items/9805468717,PrettyLittleThing,PrettyLittleThing,womens_skorts,Very good,XS / UK 4-6,1.0,8.86,88.7,11
525624,https://www.vinted.co.uk/items/9958164088-vintage-y2k-khaki-green-long-sleeve-henley-style-button-crop-top-size-12?referrer=catalog,Vintage Y2K khaki green long sleeve Henley style button crop top size 12,Vintage Dressing,womens_tops_and_tshirts,Very good,M / UK 12-14,1.0,8.74,88.6,3
626820,https://www.vinted.co.uk/items/9534541333-supreme-slam-dunk-sticker?referrer=catalog,"Supreme Slam Dunk Sticker, Brand: Supreme",,brand_supreme,New with tags,,3.0,26.07,88.5,1
426907,https://www.vinted.co.uk/items/9534570387-supreme-global-sticker?referrer=catalog,"Supreme Global Sticker, Brand: Supreme",,brand_supreme,New with tags,,3.0,26.07,88.5,5
527252,https://www.vinted.co.uk/items/9954376698-hi-viz-safety-vest-size-xl?referrer=catalog,"Hi-Viz safety vest size XL, Brand: Supreme",,brand_supreme,New with tags,,3.0,26.07,88.5,3
400072,https://www.vinted.co.uk/items/9897891791-schearzkopf-7-0-natural-dark-blonde-creme-supreme-permanent-colour?referrer=catalog,"Schearzkopf 7-0 natural dark blonde creme supreme permanent colour, Brand: Schwarzkopf",,brand_supreme,New with tags,,3.0,26.07,88.5,5
64516,https://www.vinted.co.uk/items/9577355416-supreme-chrome-sticker?referrer=catalog,"Supreme Chrome Sticker, Brand: Supreme",,brand_supreme,New with tags,,3.0,26.07,88.5,15
49983,https://www.vinted.co.uk/items/9577335119-supreme-bubbles?referrer=catalog,"Supreme Bubbles!, Brand: Supreme",,brand_supreme,New with tags,,3.0,26.07,88.5,15
415431,https://www.vinted.co.uk/items/9936147675-supreme-badge?referrer=catalog,"Supreme Badge, Brand: Supreme",,brand_supreme,New with tags,,3.0,26.07,88.5,5
679214,https://www.vinted.co.uk/items/9704175116-supreme-sticker?referrer=catalog,"Supreme sticker, Brand: Supreme",,brand_supreme,New with tags,,3.0,26.07,88.5,0
400021,https://www.vinted.co.uk/items/9924455528-supreme-gun-sticker?referrer=catalog,"Supreme gun sticker, Brand: Supreme",,brand_supreme,New with tags,,3.0,26.07,88.5,5
251008,https://www.vinted.co.uk/items/9862635501-levis-grey-751-regular-fit-trousers-pants-38w-34l?referrer=catalog,Levi's Grey 751 Regular Fit Trousers Pants 38W 34L,Levi's,jeans,Good,W38,1.0,8.67,88.5,11
583255,https://www.vinted.co.uk/items/9971525796-nike-sliders?referrer=catalog,Nike sliders,Nike,shoes,Very good,10,4.0,34.11,88.3,1
536439,https://www.vinted.co.uk/items/9960058504-north-face-fleece?referrer=catalog,North face fleece,The North Face,womens_outerwear,Good,S / UK 8-10,2.0,17.12,88.3,2
169160,https://www.vinted.co.uk/items/9268368242-supreme-thermals?referrer=catalog,Supreme thermals,Supreme,brand_supreme,New with tags,L,15.0,128.74,88.3,12
647993,https://www.vinted.co.uk/items/9987934500-size-10-white-jeans?referrer=catalog,Size 10 White Jeans,Marks & Spencer,womens_jeans,New without tags,S / UK 8-10,1.5,12.67,88.2,0
638384,https://www.vinted.co.uk/items/9983661681-supreme-light-jacket?referrer=catalog,Supreme light jacket,Supreme,brand_supreme,Good,S / UK 8-10,4.0,33.93,88.2,0
655918,https://www.vinted.co.uk/items/9993065114-berghaus-quarter-zip-fleece?referrer=catalog,Berghaus quarter zip fleece,Berghaus,outerwear,Very good,M,3.0,25.5,88.2,0
647688,https://www.vinted.co.uk/items/9986600986-zara-skinny-distressed-jeans-size-eur-38-uk-10-just-ps1?referrer=catalog,Zara skinny distressed jeans size Eur 38 uk 10 just £1,Zara,womens_jeans,Very good,S / UK 8-10,1.0,8.37,88.1,0
666693,https://www.vinted.co.uk/items/9992397691-adidas-ortholite-uk-55-white-with-grey?referrer=catalog,Adidas ortholite UK 5.5 white with grey,adidas,brand_adidas,Very good,5.5,3.0,25.14,88.1,0
523983,https://www.vinted.co.uk/items/9959145500-ladies-quiz-long-sequin-dress?referrer=catalog,Ladies quiz long sequin dress,Quiz,womens_dresses,Very good,XS / UK 4-6,3.0,25.2,88.1,3
624131,https://www.vinted.co.uk/items/9980034944-womens-black-jeans?referrer=catalog,Women’s black jeans,River Island,womens_jeans,Very good,S / UK 8-10,1.0,8.36,88.0,1
649780,https://www.vinted.co.uk/items/9988117978-womens-blouse?referrer=catalog,Womens blouse,Marks & Spencer,womens_tops_and_tshirts,New with tags,L / UK 16-18,1.0,8.33,88.0,0
269518,https://www.vinted.co.uk/items/9852734682-white-and-black-nike-shorts-xl-kids?referrer=catalog,White and black nike shorts -XL kids,Nike,activewear,Good,XL,1.5,12.5,88.0,10
27391,https://www.vinted.co.uk/items/9814198645-the-north-face-t-shirt?referrer=catalog,The North Face T Shirt,The North Face,mens_activewear,Very good,M,6.5,54.25,88.0,15
116052,https://www.vinted.co.uk/items/9848822983-mens-wrangler-shorts?referrer=catalog,Men’s wrangler shorts,Wrangler,shorts,Good,W40,1.0,8.3,88.0,13
400059,https://www.vinted.co.uk/items/7333008694-supreme-deck-bag?referrer=catalog,"Supreme Deck Bag, Brand: Supreme",,brand_supreme,Very good,,7.99,65.86,87.9,5
64566,https://www.vinted.co.uk/items/9792594092-supreme-box-logo-sticker?referrer=catalog,"Supreme box logo sticker, Brand: Supreme",,brand_supreme,Very good,,8.0,65.86,87.9,15
488868,https://www.vinted.co.uk/items/8082821434-burberry-supreme-box-logo-sticker?referrer=catalog,"Burberry Supreme box logo sticker, Brand: Supreme",,brand_supreme,Very good,,8.0,65.86,87.9,3
287150,https://www.vinted.co.uk/items/8739539484-8-mini-streetwear-posters?referrer=catalog,"8 mini streetwear posters, Brand: Supreme",,brand_supreme,Very good,,8.0,65.86,87.9,10
258393,https://www.vinted.co.uk/items/5796294855-supreme-posters-uk-streetwear-posters?referrer=catalog,"Supreme posters uk streetwear posters, Brand: Supreme",,brand_supreme,Very good,,8.0,65.86,87.9,11
415919,https://www.vinted.co.uk/items/9931137346-adidas-slides?referrer=catalog,Adidas Slides,adidas,brand_adidas_shoes,Very good,5,3.0,24.43,87.7,5
243698,https://www.vinted.co.uk/items/9869488617,St Michael,St Michael,womens_outerwear,Very good,M / UK 12-14,2.76,22.41,87.7,11
182514,https://www.vinted.co.uk/items/7971335673-boys-red-supreme-hoodie?referrer=catalog,boys red supreme hoodie,Supreme,brand_supreme_hoodie,Very good,L,8.5,69.15,87.7,12
659925,https://www.vinted.co.uk/items/9983924818-mens-under-armour-tshirt?referrer=catalog,Men’s Under Armour Tshirt,Under Armour,activewear,Very good,S,1.5,12.19,87.7,0
667012,https://www.vinted.co.uk/items/9992698407-black-adidas-sliders?referrer=catalog,Black adidas sliders,adidas,brand_adidas_shoes,Very good,5,3.0,24.43,87.7,0
117922,https://www.vinted.co.uk/items/9842254652-adidas-short-sleeve-gym-top?referrer=catalog,Adidas short sleeve gym top,adidas,activewear,Very good,M,2.0,16.22,87.7,13
104666,https://www.vinted.co.uk/items/6429457883-supreme-burgundy-sweater?referrer=catalog,Supreme burgundy sweater,Supreme,brand_supreme_hoodie,Good,S,5.0,40.41,87.6,14
615009,https://www.vinted.co.uk/items/9979477003-red-supreme-jumper?referrer=catalog,red supreme jumper,Supreme,brand_supreme_hoodie,Very good,XL,10.0,79.99,87.5,1
532923,https://www.vinted.co.uk/items/9960874745-mens-adidas-slides?referrer=catalog,Men’s adidas slides,adidas,shoes,Very good,10,4.3,34.13,87.4,2
647023,https://www.vinted.co.uk/items/9988863815-zara-midi-dress?referrer=catalog,Zara midi dress,Zara,womens_dresses,Very good,S / UK 8-10,1.0,7.96,87.4,0
647279,https://www.vinted.co.uk/items/9989067013-zara-dress?referrer=catalog,Zara dress,Zara,womens_dresses,Very good,S / UK 8-10,1.0,7.96,87.4,0
660753,https://www.vinted.co.uk/items/9991826084-vintage-floral-embroidered-jumper-pink-size-12?referrer=catalog,Vintage floral embroidered jumper pink size 12,Vintage Dressing,womens_jumpers_and_sweaters,Very good,M / UK 12-14,3.0,23.82,87.4,0
663046,https://www.vinted.co.uk/items/9747289152,Marks & Spencer,Marks & Spencer,womens_outerwear,Very good,S / UK 8-10,1.5,11.88,87.4,0
27518,https://www.vinted.co.uk/items/9806624410-yellow-nike-base-layer?referrer=catalog,Yellow Nike base layer,Nike,mens_activewear,Very good,XL,5.0,39.4,87.3,15
660030,https://www.vinted.co.uk/items/9986572245-mens-black-shorts-size-ml?referrer=catalog,Men’s Black shorts - size M/L,,activewear,Very good,L,1.5,11.75,87.2,0
274008,https://www.vinted.co.uk/items/6848845750-red-palace-tshirt?referrer=catalog,Red palace tshirt,Palace,brand_palace,New without tags,S,7.0,54.33,87.1,10
415470,https://www.vinted.co.uk/items/9935006835-supreme-shoulder-bag?referrer=catalog,"supreme shoulder bag, Brand: Supreme",,brand_supreme,Very good,,8.5,65.86,87.1,5
651600,https://www.vinted.co.uk/items/9986008785-supreme-graphic-beanie-one-size?referrer=catalog,Supreme Graphic Beanie One Size,Supreme,brand_supreme,New with tags,One size,3.0,23.08,87.0,0
271263,https://www.vinted.co.uk/items/9869535644-blue-denim-skinny-jeans?referrer=catalog,Blue denim skinny jeans,Denim Co,womens_jeans,Very good,S / UK 8-10,1.0,7.67,87.0,10
665592,https://www.vinted.co.uk/items/9979008027-kids-large-nike-tracksuit-bottoms?referrer=catalog,Kids large Nike tracksuit bottoms,Nike,brand_nike_tracksuit,Very good,L,3.0,23.07,87.0,0
652584,https://www.vinted.co.uk/items/9987170117-adidas-sliders?referrer=catalog,Adidas sliders,adidas,brand_adidas_shoes,Very good,6,3.0,22.88,86.9,0
652617,https://www.vinted.co.uk/items/9985809181-adidas-sliders-size-6?referrer=catalog,Adidas sliders size 6,adidas,brand_adidas_shoes,Very good,6,3.0,22.88,86.9,0
615056,https://www.vinted.co.uk/items/9976958344-black-supreme-laces?referrer=catalog,"Black supreme laces, Brand: Supreme",,brand_supreme,Good,,6.0,45.77,86.9,1
539000,https://www.vinted.co.uk/items/9961770926-adidas-sliders?referrer=catalog,Adidas sliders,adidas,brand_adidas_shoes,Very good,6,3.0,22.88,86.9,2
233914,https://www.vinted.co.uk/items/9865792428-pink-adidas-sliders?referrer=catalog,Pink adidas sliders,adidas,brand_adidas_shoes,Very good,6,3.0,22.88,86.9,11
519450,https://www.vinted.co.uk/items/9956511058-wrangler-trousers-w36-l32?referrer=catalog,Wrangler trousers w36 l32,Wrangler,trousers,Very good,W36,2.0,15.25,86.9,3
50150,https://www.vinted.co.uk/items/9698867765-supremebeng-windbreaker-jacket?referrer=catalog,Supremebeng Windbreaker Jacket,Supreme,brand_supreme,Very good,M,10.0,75.6,86.8,15
679225,https://www.vinted.co.uk/items/9994668718-bath-robe?referrer=catalog,Bath robe,Supreme,brand_supreme,New with tags,L / UK 16-18,17.0,128.74,86.8,0
49765,https://www.vinted.co.uk/items/8025817692-supreme-black-and-white-checked-crop-shirt?referrer=catalog,Supreme black and white checked crop shirt,Supreme,brand_supreme_shirt,Very good,M / UK 12-14,4.0,30.06,86.7,15
420570,https://www.vinted.co.uk/items/9933534930-vintage-adidas-team-urec-grey-quarter-zip?referrer=catalog,Vintage Adidas team Urec grey Quarter zip,adidas,jumpers_and_sweaters,Good,L,1.0,7.5,86.7,5
404905,https://www.vinted.co.uk/items/9935625744-zara-grey-shacket?referrer=catalog,Zara  Grey Shacket,Zara,outerwear,New without tags,L,3.0,22.54,86.7,5
126832,https://www.vinted.co.uk/items/5184390128-mens-supreme-x-hanes-basic-t-shirt-large?referrer=catalog,Men’s supreme x Hanes basic t-shirt Large,Supreme,brand_supreme,Very good,L,8.0,59.67,86.6,13
399826,https://www.vinted.co.uk/items/9149462730-supreme-stickers?referrer=catalog,"Supreme stickers!, Brand: Supreme",,brand_supreme,New with tags,,3.5,26.07,86.6,5
415206,https://www.vinted.co.uk/items/9923975751-nike-tracksuit-bottoms?referrer=catalog,Nike tracksuit bottoms,Nike,brand_nike_tracksuit,Very good,M,3.0,22.27,86.5,5
625978,https://www.vinted.co.uk/items/9978695053-nike-manchester-city-training-quarter-zip-mens-m?referrer=catalog,Nike Manchester City training Quarter zip Mens (M),Nike,brand_nike_tracksuit,Very good,M,3.0,22.27,86.5,1
533468,https://www.vinted.co.uk/items/9945041761-adidas-mens-shorts?referrer=catalog,Adidas men’s shorts,adidas,activewear,Good,M,4.0,29.55,86.5,2
27090,https://www.vinted.co.uk/items/9810276290-adidas-climalite-shorts?referrer=catalog,Adidas Climalite shorts,adidas,activewear,Good,M,4.0,29.55,86.5,15
385621,https://www.vinted.co.uk/items/9934448548-boys-black-adidas-tracksuit-bottoms?referrer=catalog,Boys black adidas tracksuit bottoms,Nike,brand_nike_tracksuit,Very good,M,3.0,22.27,86.5,5
673976,https://www.vinted.co.uk/items/9976179409-adidas-vintage?referrer=catalog,Adidas Vintage,adidas,activewear,Good,M,4.0,29.55,86.5,0
399187,https://www.vinted.co.uk/items/9841352796-black-nike-joggers?referrer=catalog,Black Nike Joggers,Nike,brand_nike_tracksuit,Very good,M / UK 12-14,3.0,22.27,86.5,5
286695,https://www.vinted.co.uk/items/9877094207-nike-t-shirt?referrer=catalog,Nike t shirt,Nike,brand_nike_tracksuit,Very good,M,3.0,22.27,86.5,10
264668,https://www.vinted.co.uk/items/9841819648-vintage-red-rain-coat-jacket?referrer=catalog,Vintage red rain coat jacket,Vintage,womens_outerwear,Good,M / UK 12-14,5.0,37.0,86.5,11
283773,https://www.vinted.co.uk/items/9875101959-fleece-jumper?referrer=catalog,Fleece jumper,Next,womens_outerwear,Very good,XS / UK 4-6,2.5,18.42,86.4,10
50328,https://www.vinted.co.uk/items/8987504759-supreme-being-size-large-mens-short-sleeve-shirt?referrer=catalog,Supreme being size large men’s short sleeve shirt,Supreme,brand_supreme_shirt,Very good,L,4.0,29.41,86.4,15
667935,https://www.vinted.co.uk/items/9993765413-polo-paper-shopping-bag?referrer=catalog,"Polo paper shopping bag, Brand: Polo Ralph Lauren",,brand_polo_ralph_lauren,Very good,,3.0,22.14,86.4,0
39411,https://www.vinted.co.uk/items/9818910927-corset-top?referrer=catalog,Corset top,Source Unknown,womens_tops_and_tshirts,New without tags,S / UK 8-10,1.0,7.36,86.4,15
588295,https://www.vinted.co.uk/items/9971767535-bart-simpson-supreme-sticker?referrer=catalog,"bart simpson supreme sticker, Brand: Supreme",,brand_supreme,Very good,,9.0,65.86,86.3,1
